UsageID,Date,Year,Quarter,Month,MonthName,EmployeeID,EmployeeName,DepartmentID,DepartmentName,Position,HireDate,HourlyRate,ToolID,ToolName,Vendor,MonthlyLicenseCost,TasksBeforeAI,TasksAfterAI,HoursBeforeAI,HoursAfterAI,ProcessesAutomated,MonthlyToolCost,TasksIncrease,HoursSaved,ProductivityLiftPct,EstimatedValue,EstimatedROI
11,2025-09-19,2025,3,9,September,4,Diana Prince,1,Sales,HR Manager,2018-11-05,55,2,Microsoft Copilot,Microsoft,150,69,147,168.23,136.67,6,150,78,31.56,1.130434782608696,1735.8,10.572
12,2025-04-30,2025,2,4,April,1,Alice Johnson,4,HR,Sales Manager,2020-03-15,50,2,Microsoft Copilot,Microsoft,150,85,120,138.25,133.24,9,150,35,5.009999999999991,0.4117647058823529,250.4999999999995,0.6699999999999969
13,2025-09-08,2025,3,9,September,2,Bob Smith,5,Finance,Marketing Specialist,2019-06-01,45,2,Microsoft Copilot,Microsoft,150,51,115,135.8,50.06,7,150,64,85.74000000000001,1.254901960784314,3858.3,24.722
14,2025-08-06,2025,3,8,August,2,Bob Smith,5,Finance,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,86,150,181.64,96.5,2,130,64,85.13999999999999,0.7441860465116279,3831.299999999999,28.47153846153845
15,2025-04-18,2025,2,4,April,2,Bob Smith,4,HR,Marketing Specialist,2019-06-01,45,3,Gemini,Google,120,82,123,139.07,59.32,1,120,41,79.75,0.5,3588.75,28.90625
16,2025-05-14,2025,2,5,May,4,Diana Prince,5,Finance,HR Manager,2018-11-05,55,1,ChatGPT,OpenAI,100,52,120,121.93,76.8,3,100,68,45.13000000000001,1.307692307692308,2482.150000000001,23.8215
17,2025-10-25,2025,4,10,October,2,Bob Smith,3,IT,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,51,146,134.15,141.01,7,130,95,-6.859999999999985,1.862745098039216,-308.6999999999994,-3.37461538461538
18,2025-04-22,2025,2,4,April,4,Diana Prince,5,Finance,HR Manager,2018-11-05,55,3,Gemini,Google,120,77,117,127.5,124.64,8,120,40,2.859999999999999,0.5194805194805194,157.3,0.310833333333333
19,2025-08-20,2025,3,8,August,2,Bob Smith,2,Marketing,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,100,122,167.1,68.42,7,130,22,98.67999999999999,0.22,4440.599999999999,33.15846153846154
20,2025-07-01,2025,3,7,July,3,Charlie Brown,1,Sales,IT Support,2021-01-20,40,4,Claude,Anthropic,130,90,111,197.75,143.45,9,130,21,54.30000000000001,0.2333333333333333,2172.0,15.70769230769231
21,2025-08-24,2025,3,8,August,5,Eve Adams,5,Finance,Financial Analyst,2022-07-10,60,4,Claude,Anthropic,130,66,111,198.31,54.67,7,130,45,143.64,0.6818181818181818,8618.4,65.2953846153846
22,2025-06-25,2025,2,6,June,2,Bob Smith,3,IT,Marketing Specialist,2019-06-01,45,2,Microsoft Copilot,Microsoft,150,51,131,108.77,90.32,4,150,80,18.45,1.568627450980392,830.2500000000001,4.535000000000001
23,2025-12-07,2025,4,12,December,5,Eve Adams,2,Marketing,Financial Analyst,2022-07-10,60,1,ChatGPT,OpenAI,100,99,100,156.38,115.74,7,100,1,40.64,0.0101010101010101,2438.4,23.384
24,2025-06-12,2025,2,6,June,1,Alice Johnson,1,Sales,Sales Manager,2020-03-15,50,4,Claude,Anthropic,130,50,145,165.9,59.24,10,130,95,106.66,1.9,5333.0,40.02307692307692
25,2025-12-01,2025,4,12,December,5,Eve Adams,2,Marketing,Financial Analyst,2022-07-10,60,1,ChatGPT,OpenAI,100,93,144,143.2,83.11,1,100,51,60.08999999999999,0.5483870967741935,3605.399999999999,35.05399999999999
26,2025-01-19,2025,1,1,January,2,Bob Smith,5,Finance,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,81,140,197.88,123.71,4,130,59,74.17,0.7283950617283951,3337.65,24.67423076923077
27,2025-07-31,2025,3,7,July,4,Diana Prince,1,Sales,HR Manager,2018-11-05,55,1,ChatGPT,OpenAI,100,83,130,123.8,89.64,9,100,47,34.16,0.5662650602409639,1878.8,17.788
28,2025-11-05,2025,4,11,November,3,Charlie Brown,4,HR,IT Support,2021-01-20,40,2,Microsoft Copilot,Microsoft,150,56,108,188.63,126.43,9,150,52,62.19999999999999,0.9285714285714286,2488.0,15.58666666666666
29,2025-11-09,2025,4,11,November,1,Alice Johnson,2,Marketing,Sales Manager,2020-03-15,50,3,Gemini,Google,120,60,110,163.43,82.95,4,120,50,80.48,0.8333333333333334,4024.0,32.53333333333333
30,2025-05-02,2025,2,5,May,2,Bob Smith,2,Marketing,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,74,106,125.46,120.15,8,100,32,5.309999999999988,0.4324324324324325,238.9499999999995,1.389499999999995
31,2025-12-24,2025,4,12,December,2,Bob Smith,3,IT,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,62,143,123.77,132.72,10,100,81,-8.950000000000003,1.306451612903226,-402.7500000000001,-5.027500000000001
32,2025-12-20,2025,4,12,December,3,Charlie Brown,1,Sales,IT Support,2021-01-20,40,2,Microsoft Copilot,Microsoft,150,94,137,109.0,94.59,4,150,43,14.41,0.4574468085106383,576.3999999999999,2.842666666666666
33,2025-08-02,2025,3,8,August,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,3,Gemini,Google,120,91,106,195.04,65.88,6,120,15,129.16,0.1648351648351648,7103.8,58.19833333333334
34,2025-12-01,2025,4,12,December,3,Charlie Brown,4,HR,IT Support,2021-01-20,40,4,Claude,Anthropic,130,97,100,100.43,131.87,3,130,3,-31.44,0.03092783505154639,-1257.6,-10.67384615384615
35,2025-05-30,2025,2,5,May,2,Bob Smith,5,Finance,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,88,140,154.28,148.85,9,100,52,5.430000000000007,0.5909090909090909,244.3500000000003,1.443500000000003
36,2025-09-03,2025,3,9,September,5,Eve Adams,4,HR,Financial Analyst,2022-07-10,60,3,Gemini,Google,120,51,133,102.14,141.43,1,120,82,-39.29000000000001,1.607843137254902,-2357.400000000001,-20.645
37,2025-03-22,2025,1,3,March,1,Alice Johnson,2,Marketing,Sales Manager,2020-03-15,50,1,ChatGPT,OpenAI,100,69,132,190.41,69.72,9,100,63,120.69,0.9130434782608695,6034.5,59.345
38,2025-10-03,2025,4,10,October,3,Charlie Brown,1,Sales,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,93,109,166.99,82.55,5,100,16,84.44000000000001,0.1720430107526882,3377.6,32.776
39,2025-02-06,2025,1,2,February,3,Charlie Brown,1,Sales,IT Support,2021-01-20,40,2,Microsoft Copilot,Microsoft,150,65,121,153.04,125.55,1,150,56,27.48999999999999,0.8615384615384616,1099.6,6.330666666666666
40,2025-01-09,2025,1,1,January,3,Charlie Brown,2,Marketing,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,66,136,196.5,85.94,7,100,70,110.56,1.060606060606061,4422.4,43.224
41,2025-06-13,2025,2,6,June,5,Eve Adams,1,Sales,Financial Analyst,2022-07-10,60,1,ChatGPT,OpenAI,100,51,115,195.29,86.84,3,100,64,108.45,1.254901960784314,6506.999999999999,64.07
42,2025-02-07,2025,1,2,February,5,Eve Adams,5,Finance,Financial Analyst,2022-07-10,60,2,Microsoft Copilot,Microsoft,150,80,102,136.4,146.49,1,150,22,-10.09,0.275,-605.4000000000002,-5.036000000000001
43,2025-05-26,2025,2,5,May,4,Diana Prince,5,Finance,HR Manager,2018-11-05,55,2,Microsoft Copilot,Microsoft,150,99,103,153.16,141.35,3,150,4,11.81,0.04040404040404041,649.5500000000002,3.330333333333335
44,2025-03-16,2025,1,3,March,2,Bob Smith,4,HR,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,72,127,114.89,143.26,7,130,55,-28.36999999999999,0.7638888888888888,-1276.65,-10.82038461538461
45,2025-09-07,2025,3,9,September,2,Bob Smith,2,Marketing,Marketing Specialist,2019-06-01,45,2,Microsoft Copilot,Microsoft,150,81,148,175.45,94.91,8,150,67,80.53999999999999,0.8271604938271605,3624.3,23.162
46,2025-10-29,2025,4,10,October,2,Bob Smith,3,IT,Marketing Specialist,2019-06-01,45,3,Gemini,Google,120,71,128,176.4,128.31,9,120,57,48.09,0.8028169014084507,2164.05,17.03375
47,2025-08-14,2025,3,8,August,1,Alice Johnson,5,Finance,Sales Manager,2020-03-15,50,1,ChatGPT,OpenAI,100,58,144,192.33,89.21,1,100,86,103.12,1.482758620689655,5156.000000000001,50.56000000000001
48,2025-07-15,2025,3,7,July,5,Eve Adams,3,IT,Financial Analyst,2022-07-10,60,2,Microsoft Copilot,Microsoft,150,58,109,173.33,69.32,4,150,51,104.01,0.8793103448275862,6240.600000000001,40.60400000000001
49,2025-10-20,2025,4,10,October,4,Diana Prince,4,HR,HR Manager,2018-11-05,55,3,Gemini,Google,120,73,139,180.71,77.5,7,120,66,103.21,0.9041095890410958,5676.55,46.30458333333333
50,2025-11-20,2025,4,11,November,5,Eve Adams,5,Finance,Financial Analyst,2022-07-10,60,4,Claude,Anthropic,130,87,144,131.66,99.28,5,130,57,32.38,0.6551724137931034,1942.8,13.94461538461538
51,2025-12-16,2025,4,12,December,4,Diana Prince,5,Finance,HR Manager,2018-11-05,55,3,Gemini,Google,120,88,147,165.78,61.67,5,120,59,104.11,0.6704545454545454,5726.05,46.71708333333333
52,2025-01-23,2025,1,1,January,1,Alice Johnson,5,Finance,Sales Manager,2020-03-15,50,3,Gemini,Google,120,87,121,197.29,71.75,8,120,34,125.54,0.3908045977011494,6277.0,51.30833333333333
53,2025-03-07,2025,1,3,March,4,Diana Prince,4,HR,HR Manager,2018-11-05,55,2,Microsoft Copilot,Microsoft,150,61,133,141.47,126.46,1,150,72,15.01000000000001,1.180327868852459,825.5500000000003,4.503666666666668
54,2025-04-19,2025,2,4,April,1,Alice Johnson,2,Marketing,Sales Manager,2020-03-15,50,2,Microsoft Copilot,Microsoft,150,98,120,121.75,146.19,6,150,22,-24.44,0.2244897959183673,-1222.0,-9.146666666666667
55,2025-04-29,2025,2,4,April,5,Eve Adams,4,HR,Financial Analyst,2022-07-10,60,3,Gemini,Google,120,59,116,128.59,111.55,6,120,57,17.04000000000001,0.9661016949152542,1022.4,7.520000000000002
56,2025-02-01,2025,1,2,February,2,Bob Smith,2,Marketing,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,54,130,159.01,86.21,1,130,76,72.8,1.407407407407407,3276.0,24.2
57,2025-03-12,2025,1,3,March,4,Diana Prince,3,IT,HR Manager,2018-11-05,55,1,ChatGPT,OpenAI,100,67,135,131.22,56.21,5,100,68,75.00999999999999,1.014925373134328,4125.549999999999,40.25549999999999
58,2025-12-26,2025,4,12,December,3,Charlie Brown,2,Marketing,IT Support,2021-01-20,40,2,Microsoft Copilot,Microsoft,150,53,111,155.04,67.56,6,150,58,87.47999999999999,1.094339622641509,3499.2,22.328
59,2025-06-15,2025,2,6,June,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,2,Microsoft Copilot,Microsoft,150,70,122,158.79,90.42,9,150,52,68.36999999999999,0.7428571428571429,3760.349999999999,24.069
60,2025-11-27,2025,4,11,November,2,Bob Smith,2,Marketing,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,61,122,144.73,80.32,10,130,61,64.41,1.0,2898.45,21.29576923076923
61,2025-12-20,2025,4,12,December,3,Charlie Brown,3,IT,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,70,119,130.43,122.4,1,100,49,8.030000000000001,0.7,321.2,2.212000000000001
62,2025-01-19,2025,1,1,January,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,85,133,134.11,67.97,6,130,48,66.14000000000001,0.5647058823529412,3637.700000000001,26.9823076923077
63,2025-09-28,2025,3,9,September,4,Diana Prince,5,Finance,HR Manager,2018-11-05,55,1,ChatGPT,OpenAI,100,100,140,157.62,143.5,6,100,40,14.12,0.4,776.6000000000003,6.766000000000003
64,2025-12-18,2025,4,12,December,3,Charlie Brown,1,Sales,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,62,146,145.84,96.02,1,100,84,49.82000000000001,1.354838709677419,1992.8,18.928
65,2025-11-15,2025,4,11,November,3,Charlie Brown,3,IT,IT Support,2021-01-20,40,2,Microsoft Copilot,Microsoft,150,61,125,143.68,147.37,9,150,64,-3.689999999999998,1.049180327868853,-147.5999999999999,-1.983999999999999
66,2025-10-15,2025,4,10,October,5,Eve Adams,3,IT,Financial Analyst,2022-07-10,60,1,ChatGPT,OpenAI,100,92,109,106.2,104.07,5,100,17,2.13000000000001,0.1847826086956522,127.8000000000006,0.2780000000000058
67,2025-10-26,2025,4,10,October,1,Alice Johnson,3,IT,Sales Manager,2020-03-15,50,2,Microsoft Copilot,Microsoft,150,61,121,173.2,65.22,8,150,60,107.98,0.9836065573770492,5398.999999999999,34.99333333333333
68,2025-11-28,2025,4,11,November,2,Bob Smith,4,HR,Marketing Specialist,2019-06-01,45,3,Gemini,Google,120,79,109,155.46,148.17,1,120,30,7.29000000000002,0.379746835443038,328.0500000000009,1.733750000000008
69,2025-05-05,2025,2,5,May,4,Diana Prince,3,IT,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,54,138,130.14,125.87,9,130,84,4.269999999999982,1.555555555555556,234.849999999999,0.8065384615384539
70,2025-12-14,2025,4,12,December,1,Alice Johnson,4,HR,Sales Manager,2020-03-15,50,3,Gemini,Google,120,98,149,140.41,125.25,2,120,51,15.16,0.5204081632653061,757.9999999999998,5.316666666666665
71,2025-04-27,2025,2,4,April,3,Charlie Brown,4,HR,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,96,114,148.26,93.11,5,100,18,55.14999999999999,0.1875,2206.0,21.06
72,2025-03-02,2025,1,3,March,3,Charlie Brown,2,Marketing,IT Support,2021-01-20,40,3,Gemini,Google,120,53,128,132.39,73.06,3,120,75,59.32999999999998,1.415094339622641,2373.199999999999,18.77666666666666
73,2025-08-27,2025,3,8,August,3,Charlie Brown,5,Finance,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,84,144,135.87,108.1,9,100,60,27.77000000000001,0.7142857142857143,1110.8,10.108
74,2025-05-13,2025,2,5,May,4,Diana Prince,3,IT,HR Manager,2018-11-05,55,2,Microsoft Copilot,Microsoft,150,55,133,131.81,56.85,6,150,78,74.96000000000001,1.418181818181818,4122.8,26.48533333333333
75,2025-06-26,2025,2,6,June,2,Bob Smith,1,Sales,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,95,147,186.44,86.62,6,130,52,99.82,0.5473684210526316,4491.9,33.55307692307692
76,2025-03-14,2025,1,3,March,4,Diana Prince,3,IT,HR Manager,2018-11-05,55,1,ChatGPT,OpenAI,100,50,122,133.67,68.93,2,100,72,64.73999999999998,1.44,3560.699999999999,34.60699999999999
77,2025-07-05,2025,3,7,July,3,Charlie Brown,3,IT,IT Support,2021-01-20,40,3,Gemini,Google,120,65,148,153.68,54.66,5,120,83,99.02000000000001,1.276923076923077,3960.8,32.00666666666667
78,2025-07-08,2025,3,7,July,2,Bob Smith,3,IT,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,51,119,156.16,66.77,2,130,68,89.39,1.333333333333333,4022.55,29.94269230769231
79,2025-11-24,2025,4,11,November,4,Diana Prince,3,IT,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,74,109,192.09,142.28,7,130,35,49.81,0.472972972972973,2739.55,20.07346153846154
80,2025-04-30,2025,2,4,April,2,Bob Smith,4,HR,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,64,129,124.35,140.27,6,100,65,-15.92000000000002,1.015625,-716.4000000000008,-8.164000000000009
81,2025-10-20,2025,4,10,October,4,Diana Prince,3,IT,HR Manager,2018-11-05,55,1,ChatGPT,OpenAI,100,88,133,145.96,141.2,5,100,45,4.760000000000019,0.5113636363636364,261.8000000000011,1.618000000000011
82,2025-03-12,2025,1,3,March,4,Diana Prince,5,Finance,HR Manager,2018-11-05,55,1,ChatGPT,OpenAI,100,89,118,194.78,95.53,8,100,29,99.25,0.3258426966292135,5458.75,53.5875
83,2025-03-20,2025,1,3,March,3,Charlie Brown,2,Marketing,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,82,127,167.07,59.35,5,100,45,107.72,0.5487804878048781,4308.8,42.088
84,2025-09-16,2025,3,9,September,4,Diana Prince,3,IT,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,64,141,141.42,145.78,7,130,77,-4.360000000000014,1.203125,-239.8000000000008,-2.84461538461539
85,2025-12-30,2025,4,12,December,3,Charlie Brown,5,Finance,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,98,119,129.79,90.37,7,100,21,39.41999999999999,0.2142857142857143,1576.799999999999,14.768
86,2025-02-25,2025,1,2,February,5,Eve Adams,4,HR,Financial Analyst,2022-07-10,60,4,Claude,Anthropic,130,90,145,128.27,73.73,4,130,55,54.54000000000001,0.6111111111111112,3272.400000000001,24.1723076923077
87,2025-08-03,2025,3,8,August,5,Eve Adams,1,Sales,Financial Analyst,2022-07-10,60,3,Gemini,Google,120,85,115,150.78,61.69,6,120,30,89.09,0.3529411764705883,5345.400000000001,43.545
88,2025-02-07,2025,1,2,February,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,2,Microsoft Copilot,Microsoft,150,85,139,105.65,148.71,8,150,54,-43.06,0.6352941176470588,-2368.3,-16.78866666666667
89,2025-09-26,2025,3,9,September,1,Alice Johnson,2,Marketing,Sales Manager,2020-03-15,50,4,Claude,Anthropic,130,62,145,139.1,70.49,2,130,83,68.61,1.338709677419355,3430.5,25.38846153846154
90,2025-06-20,2025,2,6,June,2,Bob Smith,5,Finance,Marketing Specialist,2019-06-01,45,3,Gemini,Google,120,61,123,113.64,113.61,1,120,62,0.03000000000000114,1.016393442622951,1.350000000000051,-0.9887499999999996
91,2025-05-05,2025,2,5,May,2,Bob Smith,4,HR,Marketing Specialist,2019-06-01,45,2,Microsoft Copilot,Microsoft,150,62,124,105.78,86.42,10,150,62,19.36,1.0,871.1999999999999,4.808
92,2025-09-12,2025,3,9,September,4,Diana Prince,4,HR,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,60,142,142.74,73.79,6,130,82,68.95,1.366666666666667,3792.25,28.17115384615385
93,2025-12-07,2025,4,12,December,5,Eve Adams,1,Sales,Financial Analyst,2022-07-10,60,4,Claude,Anthropic,130,98,111,129.27,50.96,3,130,13,78.31,0.1326530612244898,4698.6,35.14307692307693
94,2025-04-26,2025,2,4,April,2,Bob Smith,2,Marketing,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,60,119,178.32,94.09,3,100,59,84.22999999999999,0.9833333333333333,3790.349999999999,36.90349999999999
95,2025-10-27,2025,4,10,October,2,Bob Smith,2,Marketing,Marketing Specialist,2019-06-01,45,4,Claude,Anthropic,130,62,104,115.11,118.51,6,130,42,-3.400000000000006,0.6774193548387096,-153.0000000000003,-2.176923076923079
96,2025-03-13,2025,1,3,March,5,Eve Adams,4,HR,Financial Analyst,2022-07-10,60,1,ChatGPT,OpenAI,100,56,104,195.48,120.39,1,100,48,75.08999999999999,0.8571428571428571,4505.4,44.05399999999999
97,2025-12-27,2025,4,12,December,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,84,123,179.34,147.8,4,130,39,31.53999999999999,0.4642857142857143,1734.7,12.34384615384615
98,2025-04-29,2025,2,4,April,1,Alice Johnson,3,IT,Sales Manager,2020-03-15,50,3,Gemini,Google,120,55,117,193.63,144.51,1,120,62,49.12,1.127272727272727,2456.0,19.46666666666667
99,2025-10-05,2025,4,10,October,5,Eve Adams,1,Sales,Financial Analyst,2022-07-10,60,4,Claude,Anthropic,130,91,140,170.02,59.63,6,130,49,110.39,0.5384615384615384,6623.400000000001,49.94923076923077
100,2025-09-10,2025,3,9,September,4,Diana Prince,2,Marketing,HR Manager,2018-11-05,55,1,ChatGPT,OpenAI,100,65,148,184.66,149.26,9,100,83,35.40000000000001,1.276923076923077,1947.0,18.47
101,2025-04-28,2025,2,4,April,2,Bob Smith,3,IT,Marketing Specialist,2019-06-01,45,1,ChatGPT,OpenAI,100,64,139,103.59,98.19,4,100,75,5.400000000000006,1.171875,243.0000000000003,1.430000000000003
102,2025-01-26,2025,1,1,January,4,Diana Prince,3,IT,HR Manager,2018-11-05,55,2,Microsoft Copilot,Microsoft,150,51,134,187.42,112.03,6,150,83,75.38999999999999,1.627450980392157,4146.449999999999,26.64299999999999
103,2025-07-02,2025,3,7,July,3,Charlie Brown,4,HR,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,84,142,106.44,85.21,5,100,58,21.23,0.6904761904761905,849.2000000000002,7.492000000000002
104,2025-02-12,2025,1,2,February,2,Bob Smith,5,Finance,Marketing Specialist,2019-06-01,45,2,Microsoft Copilot,Microsoft,150,88,114,185.9,100.6,2,150,26,85.30000000000001,0.2954545454545455,3838.5,24.59
105,2025-10-03,2025,4,10,October,5,Eve Adams,5,Finance,Financial Analyst,2022-07-10,60,4,Claude,Anthropic,130,83,110,139.3,71.64,6,130,27,67.66000000000001,0.3253012048192771,4059.600000000001,30.22769230769232
106,2025-04-18,2025,2,4,April,3,Charlie Brown,2,Marketing,IT Support,2021-01-20,40,1,ChatGPT,OpenAI,100,96,107,131.21,112.29,3,100,11,18.92,0.1145833333333333,756.8000000000001,6.568000000000001
107,2025-03-18,2025,1,3,March,5,Eve Adams,2,Marketing,Financial Analyst,2022-07-10,60,3,Gemini,Google,120,67,109,138.48,110.49,1,120,42,27.98999999999999,0.6268656716417911,1679.4,12.995
108,2025-05-19,2025,2,5,May,1,Alice Johnson,3,IT,Sales Manager,2020-03-15,50,1,ChatGPT,OpenAI,100,66,144,111.79,123.6,3,100,78,-11.80999999999999,1.181818181818182,-590.4999999999994,-6.904999999999994
109,2025-05-24,2025,2,5,May,4,Diana Prince,4,HR,HR Manager,2018-11-05,55,3,Gemini,Google,120,85,125,158.61,142.31,7,120,40,16.30000000000001,0.4705882352941176,896.5000000000007,6.470833333333339
110,2025-04-02,2025,2,4,April,1,Alice Johnson,1,Sales,Sales Manager,2020-03-15,50,4,Claude,Anthropic,130,73,119,140.69,64.32,5,130,46,76.37,0.6301369863013698,3818.5,28.37307692307692
111,2025-07-25,2025,3,7,July,4,Diana Prince,1,Sales,HR Manager,2018-11-05,55,4,Claude,Anthropic,130,81,117,182.82,68.39,9,130,36,114.43,0.4444444444444444,6293.65,47.4126923076923
112,2025-09-07,2025,3,9,September,5,Eve Adams,5,Finance,Financial Analyst,2022-07-10,60,1,ChatGPT,OpenAI,100,97,124,190.44,60.28,3,100,27,130.16,0.2783505154639175,7809.599999999999,77.09599999999999
113,2025-02-09,2025,1,2,February,5,Eve Adams,4,HR,Financial Analyst,2022-07-10,60,1,ChatGPT,OpenAI,100,86,136,110.87,70.42,5,100,50,40.45,0.5813953488372093,2427.0,23.27
114,2025-08-27,2025,3,8,August,5,Eve Adams,2,Marketing,Financial Analyst,2022-07-10,60,2,Microsoft Copilot,Microsoft,150,80,130,157.91,128.1,9,150,50,29.81,0.625,1788.6,10.924
115,2025-06-10,2025,2,6,June,3,Charlie Brown,2,Marketing,IT Support,2021-01-20,40,3,Gemini,Google,120,80,113,123.84,83.93,1,120,33,39.91,0.4125,1596.4,12.30333333333333
116,2025-02-23,2025,1,2,February,3,Charlie Brown,3,IT,IT Support,2021-01-20,40,3,Gemini,Google,120,59,149,194.64,72.9,9,120,90,121.74,1.525423728813559,4869.599999999999,39.58
117,2025-10-10,2025,4,10,October,5,Eve Adams,4,HR,Financial Analyst,2022-07-10,60,3,Gemini,Google,120,59,139,168.1,88.56,1,120,80,79.53999999999999,1.35593220338983,4772.4,38.77
118,2025-10-12,2025,4,10,October,1,Alice Johnson,1,Sales,Sales Manager,2020-03-15,50,3,Gemini,Google,120,54,124,176.3,92.63,7,120,70,83.67000000000002,1.296296296296296,4183.500000000001,33.8625
119,2025-05-11,2025,2,5,May,4,Diana Prince,5,Finance,HR Manager,2018-11-05,55,2,Microsoft Copilot,Microsoft,150,57,101,194.35,52.41,7,150,44,141.94,0.7719298245614035,7806.7,51.04466666666666
120,2025-07-02,2025,3,7,July,3,Charlie Brown,4,HR,IT Support,2021-01-20,40,4,Claude,Anthropic,130,53,129,150.73,124.07,2,130,76,26.66,1.433962264150943,1066.4,7.203076923076922
121,2025-01-25,2025,1,1,January,1,Alice Johnson,5,Finance,Sales Manager,2020-03-15,50,1,ChatGPT,OpenAI,100,70,112,119.85,101.22,2,100,42,18.63,0.6,931.4999999999998,8.314999999999998
122,2025-08-19,2025,3,8,August,4,Diana Prince,3,IT,HR Manager,2018-11-05,55,3,Gemini,Google,120,74,105,152.93,99.91,10,120,31,53.02000000000001,0.4189189189189189,2916.1,23.30083333333334
